reporting_name,period,scientific,family,genus,species,common_name,display_name,n_deployments,n_deployments_present,occurrence_percent,occurrence_se,average_abundance,abundance_se
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Plesiopidae Trachinops noarlungae,Plesiopidae,Trachinops,noarlungae,Yellowhead hulafish,<i>Trachinops noarlungae</i><br>(Yellowhead hulafish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Pleuronectidae Ammotretis elongatus,Pleuronectidae,Ammotretis,elongatus,Elongate Flounder,<i>Ammotretis elongatus</i><br>(Elongate Flounder),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Pleuronectidae Ammotretis spp,Pleuronectidae,Ammotretis,spp,bay flounder,<i>Ammotretis spp</i><br>(bay flounder),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Pleuronectidae Pleuronectidae spp,Pleuronectidae,Pleuronectidae,spp,Pleuronectidae Pleuronectidae spp,<i>Pleuronectidae spp</i><br>(Pleuronectidae Pleuronectidae spp),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Pleuronectidae Rhombosolea spp,Pleuronectidae,Rhombosolea,spp,Pleuronectidae Rhombosolea spp,<i>Rhombosolea spp</i><br>(Pleuronectidae Rhombosolea spp),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Plotosidae Cnidoglanis macrocephalus,Plotosidae,Cnidoglanis,macrocephalus,Estuary Cobbler,<i>Cnidoglanis macrocephalus</i><br>(Estuary Cobbler),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Polychaeta Polychaeta spp,Polychaeta,Polychaeta,spp,Polychaeta Polychaeta spp,<i>Polychaeta spp</i><br>(Polychaeta Polychaeta spp),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Pomacentridae Parma victoriae,Pomacentridae,Parma,victoriae,Victorian scalyfin,<i>Parma victoriae</i><br>(Victorian scalyfin),22,1,4.545454545454546,4.4409473678108835,0.045454545454545456,0.045454545454545456
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Portunidae Portunus armatus,Portunidae,Portunus,armatus,Blue swimmer crab,<i>Portunus armatus</i><br>(Blue swimmer crab),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sciaenidae Argyrosomus japonicus,Sciaenidae,Argyrosomus,japonicus,Mulloway,<i>Argyrosomus japonicus</i><br>(Mulloway),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Scombridae Scomber australasicus,Scombridae,Scomber,australasicus,Blue mackerel,<i>Scomber australasicus</i><br>(Blue mackerel),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Scorpididae Scorpis aequipinnis,Scorpididae,Scorpis,aequipinnis,Sea sweep,<i>Scorpis aequipinnis</i><br>(Sea sweep),22,3,13.636363636363637,7.31650049984536,0.3181818181818182,0.20157779841894044
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Scorpididae Scorpis georgiana,Scorpididae,Scorpis,georgiana,Banded sweep,<i>Scorpis georgiana</i><br>(Banded sweep),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Scorpididae Scorpis lineolata,Scorpididae,Scorpis,lineolata,Silver sweep,<i>Scorpis lineolata</i><br>(Silver sweep),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Scyllaridae Ibacus peronii,Scyllaridae,Ibacus,peronii,Balmain bug,<i>Ibacus peronii</i><br>(Balmain bug),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sepiidae Sepia apama,Sepiidae,Sepia,apama,Giant cuttlefish,<i>Sepia apama</i><br>(Giant cuttlefish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Serranidae Caesioperca lepidoptera,Serranidae,Caesioperca,lepidoptera,Butterfly perch,<i>Caesioperca lepidoptera</i><br>(Butterfly perch),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Serranidae Caesioperca rasor,Serranidae,Caesioperca,rasor,Barber perch,<i>Caesioperca rasor</i><br>(Barber perch),22,6,27.272727272727273,9.495144870310792,2.0454545454545454,0.8912204597686655
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Serranidae Hypoplectrodes nigroruber,Serranidae,Hypoplectrodes,nigroruber,Banded seaperch,<i>Hypoplectrodes nigroruber</i><br>(Banded seaperch),22,2,9.090909090909092,6.1290896587567465,0.09090909090909091,0.06273323266748675
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Serranidae Othos dentex,Serranidae,Othos,dentex,Harlequin fish,<i>Othos dentex</i><br>(Harlequin fish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sillaginidae Sillaginodes punctatus,Sillaginidae,Sillaginodes,punctatus,King George whiting,<i>Sillaginodes punctatus</i><br>(King George whiting),22,14,63.63636363636363,10.255928633050294,3.227272727272727,1.2112957145744383
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sillaginidae Sillago bassensis,Sillaginidae,Sillago,bassensis,Southern School Whiting,<i>Sillago bassensis</i><br>(Southern School Whiting),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sillaginidae Sillago schomburgkii,Sillaginidae,Sillago,schomburgkii,Yellowfin whiting,<i>Sillago schomburgkii</i><br>(Yellowfin whiting),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sillaginidae Sillago spp,Sillaginidae,Sillago,spp,Sand whiting,<i>Sillago spp</i><br>(Sand whiting),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sparidae Chrysophrys auratus,Sparidae,Chrysophrys,auratus,Snapper,<i>Chrysophrys auratus</i><br>(Snapper),22,5,22.727272727272727,8.934606739851096,1.4090909090909092,0.6983564220705261
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sphyraenidae Sphyraena novaehollandiae,Sphyraenidae,Sphyraena,novaehollandiae,Snook,<i>Sphyraena novaehollandiae</i><br>(Snook),22,1,4.545454545454546,4.4409473678108835,0.045454545454545456,0.045454545454545456
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Sphyrnidae Sphyrna zygaena,Sphyrnidae,Sphyrna,zygaena,Smooth hammerhead,<i>Sphyrna zygaena</i><br>(Smooth hammerhead),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Syngnathidae Hippocampus spp,Syngnathidae,Hippocampus,spp,Seahorse,<i>Hippocampus spp</i><br>(Seahorse),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Syngnathidae Leptoichthys fistularius,Syngnathidae,Leptoichthys,fistularius,Brushtail pipefish,<i>Leptoichthys fistularius</i><br>(Brushtail pipefish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Syngnathidae Lissocampus runa,Syngnathidae,Lissocampus,runa,Javelin Pipefish,<i>Lissocampus runa</i><br>(Javelin Pipefish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Syngnathidae Phyllopteryx taeniolatus,Syngnathidae,Phyllopteryx,taeniolatus,Weedy seadragon,<i>Phyllopteryx taeniolatus</i><br>(Weedy seadragon),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Syngnathidae Syngnathidae spp,Syngnathidae,Syngnathidae,spp,Pipefish,<i>Syngnathidae spp</i><br>(Pipefish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Terapontidae Helotes octolineatus,Terapontidae,Helotes,octolineatus,Western striped grunter,<i>Helotes octolineatus</i><br>(Western striped grunter),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetraodontidae Contusus brevicaudus,Tetraodontidae,Contusus,brevicaudus,Prickly Toadfish,<i>Contusus brevicaudus</i><br>(Prickly Toadfish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetraodontidae Contusus richei,Tetraodontidae,Contusus,richei,Barred Toadfish,<i>Contusus richei</i><br>(Barred Toadfish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetraodontidae Omegophora armilla,Tetraodontidae,Omegophora,armilla,Ringed toadfish,<i>Omegophora armilla</i><br>(Ringed toadfish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetraodontidae Tetractenos glaber,Tetraodontidae,Tetractenos,glaber,Smooth toadfish,<i>Tetractenos glaber</i><br>(Smooth toadfish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetraodontidae Torquigener pleurogramma,Tetraodontidae,Torquigener,pleurogramma,Weeping toadfish,<i>Torquigener pleurogramma</i><br>(Weeping toadfish),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tetrarogidae Gymnapistes marmoratus,Tetrarogidae,Gymnapistes,marmoratus,Soldier,<i>Gymnapistes marmoratus</i><br>(Soldier),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triakidae Furgaleus macki,Triakidae,Furgaleus,macki,Whiskery shark,<i>Furgaleus macki</i><br>(Whiskery shark),22,6,27.272727272727273,9.495144870310792,0.2727272727272727,0.0971859061499725
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triakidae Mustelus antarcticus,Triakidae,Mustelus,antarcticus,Gummy shark,<i>Mustelus antarcticus</i><br>(Gummy shark),22,7,31.818181818181817,9.930260198923898,0.5909090909090909,0.21480980119330037
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triglidae Chelidonichthys kumu,Triglidae,Chelidonichthys,kumu,Red Gurnard,<i>Chelidonichthys kumu</i><br>(Red Gurnard),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triglidae Lepidotrigla papilio,Triglidae,Lepidotrigla,papilio,Spiny Gurnard,<i>Lepidotrigla papilio</i><br>(Spiny Gurnard),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triglidae Lepidotrigla spp,Triglidae,Lepidotrigla,spp,butterfly gurnard,<i>Lepidotrigla spp</i><br>(butterfly gurnard),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Triglidae Lepidotrigla vanessa,Triglidae,Lepidotrigla,vanessa,Butterfly Gurnard,<i>Lepidotrigla vanessa</i><br>(Butterfly Gurnard),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Tripterygiidae Helcogramma decurrens,Tripterygiidae,Helcogramma,decurrens,Black-throated triplefin,<i>Helcogramma decurrens</i><br>(Black-throated triplefin),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Trygonorrhinidae Aptychotrema vincentiana,Trygonorrhinidae,Aptychotrema,vincentiana,Western shovelnose ray,<i>Aptychotrema vincentiana</i><br>(Western shovelnose ray),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Trygonorrhinidae Trygonorrhina dumerilii,Trygonorrhinidae,Trygonorrhina,dumerilii,Southern fiddler ray,<i>Trygonorrhina dumerilii</i><br>(Southern fiddler ray),22,1,4.545454545454546,4.4409473678108835,0.045454545454545456,0.045454545454545456
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Urolophidae Trygonoptera mucosa,Urolophidae,Trygonoptera,mucosa,Western shovelnose stingaree,<i>Trygonoptera mucosa</i><br>(Western shovelnose stingaree),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Urolophidae Urolophus cruciatus,Urolophidae,Urolophus,cruciatus,Banded Stingaree,<i>Urolophus cruciatus</i><br>(Banded Stingaree),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Bloom 2025-12,Urolophidae Urolophus gigas,Urolophidae,Urolophus,gigas,Spotted stingaree,<i>Urolophus gigas</i><br>(Spotted stingaree),22,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aplodactylidae Aplodactylus arctidens,Aplodactylidae,Aplodactylus,arctidens,Marblefish,<i>Aplodactylus arctidens</i><br>(Marblefish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Apogonidae Siphamia cephalotes,Apogonidae,Siphamia,cephalotes,Wood's siphonfish,<i>Siphamia cephalotes</i><br>(Wood's siphonfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Apogonidae Vincentia conspersa,Apogonidae,Vincentia,conspersa,Southern cardinalfish,<i>Vincentia conspersa</i><br>(Southern cardinalfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aracanidae Anoplocapros amygdaloides,Aracanidae,Anoplocapros,amygdaloides,Western smooth boxfish,<i>Anoplocapros amygdaloides</i><br>(Western smooth boxfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aracanidae Anoplocapros lenticularis,Aracanidae,Anoplocapros,lenticularis,White-barred boxfish,<i>Anoplocapros lenticularis</i><br>(White-barred boxfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aracanidae Aracana aurita,Aracanidae,Aracana,aurita,Shaws cowfish,<i>Aracana aurita</i><br>(Shaws cowfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aracanidae Aracana ornata,Aracanidae,Aracana,ornata,Ornate cowfish,<i>Aracana ornata</i><br>(Ornate cowfish),24,3,12.5,6.750771560841522,0.125,0.06895966054592131
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aracanidae Aracana spp,Aracanidae,Aracana,spp,Cowfish,<i>Aracana spp</i><br>(Cowfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Arripidae Arripis georgianus,Arripidae,Arripis,georgianus,Australian herring,<i>Arripis georgianus</i><br>(Australian herring),24,1,4.166666666666667,4.078937543219004,0.041666666666666664,0.04166666666666667
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Arripidae Arripis trutta,Arripidae,Arripis,trutta,Eastern Australian Salmon,<i>Arripis trutta</i><br>(Eastern Australian Salmon),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Arripidae Arripis truttaceus,Arripidae,Arripis,truttaceus,Western Australian salmon,<i>Arripis truttaceus</i><br>(Western Australian salmon),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Asteriidae Asteriidae spp,Asteriidae,Asteriidae,spp,Asteriidae Asteriidae spp,<i>Asteriidae spp</i><br>(Asteriidae Asteriidae spp),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Asteriidae Coscinasterias muricata,Asteriidae,Coscinasterias,muricata,Eleven arm seastar,<i>Coscinasterias muricata</i><br>(Eleven arm seastar),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Atherinidae Atherinidae spp,Atherinidae,Atherinidae,spp,Hardyhead,<i>Atherinidae spp</i><br>(Hardyhead),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Atherinidae Atherinosoma microstoma,Atherinidae,Atherinosoma,microstoma,Smallmouth Hardyhead,<i>Atherinosoma microstoma</i><br>(Smallmouth Hardyhead),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Aulopidae Latropiscis purpurissatus,Aulopidae,Latropiscis,purpurissatus,Sergeant baker,<i>Latropiscis purpurissatus</i><br>(Sergeant baker),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Berycidae Centroberyx gerrardi,Berycidae,Centroberyx,gerrardi,Bight redfish,<i>Centroberyx gerrardi</i><br>(Bight redfish),24,2,8.333333333333334,5.64169333655275,0.08333333333333333,0.05763033956734372
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Berycidae Centroberyx lineatus,Berycidae,Centroberyx,lineatus,Swallowtail,<i>Centroberyx lineatus</i><br>(Swallowtail),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Blenniidae Omobranchus anolius,Blenniidae,Omobranchus,anolius,Oyster Blenny,<i>Omobranchus anolius</i><br>(Oyster Blenny),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Blenniidae Parablennius tasmanianus,Blenniidae,Parablennius,tasmanianus,Tasmanian Blenny,<i>Parablennius tasmanianus</i><br>(Tasmanian Blenny),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Callionymidae Eocallionymus papilio,Callionymidae,Eocallionymus,papilio,Painted Stinkfish,<i>Eocallionymus papilio</i><br>(Painted Stinkfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Callorhinchidae Callorhinchus milii,Callorhinchidae,Callorhinchus,milii,Elephant fish,<i>Callorhinchus milii</i><br>(Elephant fish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Pseudocaranx georgianus,Carangidae,Pseudocaranx,georgianus,Silver trevally,<i>Pseudocaranx georgianus</i><br>(Silver trevally),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Pseudocaranx spp,Carangidae,Pseudocaranx,spp,Trevally,<i>Pseudocaranx spp</i><br>(Trevally),24,8,33.333333333333336,9.622504486493764,2.8333333333333335,1.4022066805144053
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Seriola lalandi,Carangidae,Seriola,lalandi,Yellowtail kingfish,<i>Seriola lalandi</i><br>(Yellowtail kingfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Trachurus declivis,Carangidae,Trachurus,declivis,Common jack mackerel,<i>Trachurus declivis</i><br>(Common jack mackerel),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Trachurus novaezelandiae,Carangidae,Trachurus,novaezelandiae,Yellowtail scad,<i>Trachurus novaezelandiae</i><br>(Yellowtail scad),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carangidae Trachurus spp,Carangidae,Trachurus,spp,a trevally,<i>Trachurus spp</i><br>(a trevally),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Carcharhinidae Carcharhinus brachyurus,Carcharhinidae,Carcharhinus,brachyurus,Bronze whaler,<i>Carcharhinus brachyurus</i><br>(Bronze whaler),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Centrolophidae Seriolella brama,Centrolophidae,Seriolella,brama,Common warehou,<i>Seriolella brama</i><br>(Common warehou),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Chaetodontidae Chelmonops curiosus,Chaetodontidae,Chelmonops,curiosus,Western talma,<i>Chelmonops curiosus</i><br>(Western talma),24,1,4.166666666666667,4.078937543219004,0.08333333333333333,0.08333333333333334
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Cheilodactylidae Cheilodactylus nigripes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch,<i>Cheilodactylus nigripes</i><br>(Magpie Perch),24,4,16.666666666666668,7.607257743127308,0.16666666666666666,0.07770873402002616
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Cheilodactylidae Cheilodactylus spectabilis,Cheilodactylidae,Cheilodactylus,spectabilis,Banded Morwong,<i>Cheilodactylus spectabilis</i><br>(Banded Morwong),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Cheilodactylidae Dactylophora nigricans,Cheilodactylidae,Dactylophora,nigricans,Dusky morwong,<i>Dactylophora nigricans</i><br>(Dusky morwong),24,8,33.333333333333336,9.622504486493764,0.375,0.11753044625585939
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Cheilodactylidae Nemadactylus macropterus,Cheilodactylidae,Nemadactylus,macropterus,Jackass morwong,<i>Nemadactylus macropterus</i><br>(Jackass morwong),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Cheilodactylidae Nemadactylus valenciennesi,Cheilodactylidae,Nemadactylus,valenciennesi,Queen snapper,<i>Nemadactylus valenciennesi</i><br>(Queen snapper),24,1,4.166666666666667,4.078937543219004,0.041666666666666664,0.04166666666666667
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Chironemidae Chironemus georgianus,Chironemidae,Chironemus,georgianus,Western kelpfish,<i>Chironemus georgianus</i><br>(Western kelpfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Chironemidae Chironemus maculosus,Chironemidae,Chironemus,maculosus,Silver spot,<i>Chironemus maculosus</i><br>(Silver spot),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Clupeidae Hyperlophus vittatus,Clupeidae,Hyperlophus,vittatus,Sandy sprat,<i>Hyperlophus vittatus</i><br>(Sandy sprat),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Conidae Conidae spp,Conidae,Conidae,spp,Conidae Conidae spp,<i>Conidae spp</i><br>(Conidae Conidae spp),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Dasyatidae Bathytoshia brevicaudata,Dasyatidae,Bathytoshia,brevicaudata,Smooth ray,<i>Bathytoshia brevicaudata</i><br>(Smooth ray),24,3,12.5,6.750771560841522,0.16666666666666666,0.0982946374365981
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Delphinidae Tursiops aduncus,Delphinidae,Tursiops,aduncus,Indo-pacific bottlenose dolphin,<i>Tursiops aduncus</i><br>(Indo-pacific bottlenose dolphin),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Delphinidae Tursiops spp,Delphinidae,Tursiops,spp,Bottlenose dolphin,<i>Tursiops spp</i><br>(Bottlenose dolphin),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Dinolestidae Dinolestes lewini,Dinolestidae,Dinolestes,lewini,Longfin pike,<i>Dinolestes lewini</i><br>(Longfin pike),24,4,16.666666666666668,7.607257743127308,0.16666666666666666,0.07770873402002616
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Diodontidae Allomycterus pilatus,Diodontidae,Allomycterus,pilatus,Australian Burrfish,<i>Allomycterus pilatus</i><br>(Australian Burrfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Diodontidae Diodon nicthemerus,Diodontidae,Diodon,nicthemerus,Globefish,<i>Diodon nicthemerus</i><br>(Globefish),24,1,4.166666666666667,4.078937543219004,0.041666666666666664,0.04166666666666667
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Diogenidae Diogenes spp,Diogenidae,Diogenes,spp,Diogenidae Diogenes spp,<i>Diogenes spp</i><br>(Diogenidae Diogenes spp),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Diogenidae Diogenidae spp,Diogenidae,Diogenidae,spp,Hermit crab,<i>Diogenidae spp</i><br>(Hermit crab),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Diogenidae Paguristes frontalis,Diogenidae,Paguristes,frontalis,Common hermit crab,<i>Paguristes frontalis</i><br>(Common hermit crab),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Dromiidae Austrodromidia octodentata,Dromiidae,Austrodromidia,octodentata,Sponge crab,<i>Austrodromidia octodentata</i><br>(Sponge crab),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Engraulidae Engraulis australis,Engraulidae,Engraulis,australis,Anchovy,<i>Engraulis australis</i><br>(Anchovy),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Enoplosidae Enoplosus armatus,Enoplosidae,Enoplosus,armatus,Old wife,<i>Enoplosus armatus</i><br>(Old wife),24,5,20.833333333333332,8.289816934939807,0.3333333333333333,0.14328782560351588
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Fasciolariidae Australaria australasia,Fasciolariidae,Australaria,australasia,Tulip shell,<i>Australaria australasia</i><br>(Tulip shell),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gastropteridae Sagaminopteron ornatum,Gastropteridae,Sagaminopteron,ornatum,Batwing seaslug,<i>Sagaminopteron ornatum</i><br>(Batwing seaslug),24,1,4.166666666666667,4.078937543219004,0.041666666666666664,0.04166666666666667
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gempylidae Thyrsites atun,Gempylidae,Thyrsites,atun,Barracouta,<i>Thyrsites atun</i><br>(Barracouta),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gerreidae Parequula elongata,Gerreidae,Parequula,elongata,a silverbiddy,<i>Parequula elongata</i><br>(a silverbiddy),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gerreidae Parequula melbournensis,Gerreidae,Parequula,melbournensis,Silverbelly,<i>Parequula melbournensis</i><br>(Silverbelly),24,9,37.5,9.882117688026186,0.8333333333333334,0.27364068968839433
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Girellidae Girella zebra,Girellidae,Girella,zebra,Zebra fish,<i>Girella zebra</i><br>(Zebra fish),24,6,25,8.838834764831844,0.375,0.15710815069401318
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gobiesocidae Gobiesocidae spp,Gobiesocidae,Gobiesocidae,spp,Clingfish,<i>Gobiesocidae spp</i><br>(Clingfish),24,0,0,0,0,0
Chinamans Hat - Chinamans Hat Sanctuary Zone,Pre-bloom,Gobiidae Gobiidae spp,Gobiidae,Gobiidae,spp,Goby,<i>Gobiidae spp</i><br>(Goby),24,0,0,0,0,0
