transect_uid,survey_id,site_name,survey_date,scientific,portal_name,total,method
812301624 Transect_812301624_2005-03-15_5.4,812301624,Cable Hut,2005-03-15,Labridae Siphonognathus beddomei,Siphonognathus beddomei,85,M1_fish
812327402 Transect_812327402_2016-03-17_5.2,812327402,Cable Hut,2016-03-17,Labridae Siphonognathus beddomei,Siphonognathus beddomei,85,M1_fish
912350894 Transect_912350894_2018-02-12_5,912350894,Pancake Rock,2018-02-12,Labridae Siphonognathus beddomei,Siphonognathus beddomei,85,M1_fish
812301633 Transect_812301633_2006-03-07_5.3,812301633,Cable Hut,2006-03-07,Labridae Siphonognathus beddomei,Siphonognathus beddomei,84,M1_fish
923400403 Transect_923400403_2021-02-23_5.1,923400403,Cable Hut,2021-02-23,Labridae Siphonognathus beddomei,Siphonognathus beddomei,83,M1_fish
912345656 Transect_912345656_2013-04-12_5.1,912345656,Carrickalinga (toilet),2013-04-12,Labridae Siphonognathus beddomei,Siphonognathus beddomei,78,M1_fish
912350509 Transect_912350509_2017-03-23_5.3,912350509,Moana outside,2017-03-23,Labridae Siphonognathus beddomei,Siphonognathus beddomei,76,M1_fish
812301644 Transect_812301644_2007-02-26_5.4,812301644,Cable Hut,2007-02-26,Labridae Siphonognathus beddomei,Siphonognathus beddomei,75,M1_fish
912350920 Transect_912350920_2018-02-13_5.2,912350920,Rapid Head,2018-02-13,Labridae Siphonognathus beddomei,Siphonognathus beddomei,75,M1_fish
812301621 Transect_812301621_2005-03-15_5.1,812301621,Cable Hut,2005-03-15,Labridae Siphonognathus beddomei,Siphonognathus beddomei,71,M1_fish
912349933 Transect_912349933_2017-03-08_5.2,912349933,Puzzle Rock,2017-03-08,Labridae Siphonognathus beddomei,Siphonognathus beddomei,71,M1_fish
812327383 Transect_812327383_2016-03-17_5.3,812327383,Grassy Knoll,2016-03-17,Labridae Siphonognathus beddomei,Siphonognathus beddomei,70,M1_fish
912347005 Transect_912347005_2017-03-26_5.1,912347005,Myponga South,2017-03-26,Labridae Siphonognathus beddomei,Siphonognathus beddomei,69,M1_fish
812301642 Transect_812301642_2007-02-26_5.2,812301642,Cable Hut,2007-02-26,Labridae Siphonognathus beddomei,Siphonognathus beddomei,68,M1_fish
912350942 Transect_912350942_2018-04-30_5.1,912350942,Carrickalinga North Site 2,2018-04-30,Labridae Siphonognathus beddomei,Siphonognathus beddomei,67,M1_fish
923401847 Transect_923401847_2023-02-19_5.3,923401847,Lasseters Reef,2023-02-19,Labridae Siphonognathus beddomei,Siphonognathus beddomei,67,M1_fish
812301631 Transect_812301631_2006-03-07_5.1,812301631,Cable Hut,2006-03-07,Labridae Siphonognathus beddomei,Siphonognathus beddomei,66,M1_fish
812327403 Transect_812327403_2016-03-17_5.3,812327403,Cable Hut,2016-03-17,Labridae Siphonognathus beddomei,Siphonognathus beddomei,66,M1_fish
912347015 Transect_912347015_2017-03-25_5.2,912347015,Rapid Head East,2017-03-25,Labridae Siphonognathus beddomei,Siphonognathus beddomei,66,M1_fish
912345648 Transect_912345648_2013-04-04_5.1,912345648,2nd Valley Boat Shed,2013-04-04,Labridae Siphonognathus beddomei,Siphonognathus beddomei,63,M1_fish
912350508 Transect_912350508_2017-03-23_5.1,912350508,Moana outside,2017-03-23,Labridae Siphonognathus beddomei,Siphonognathus beddomei,63,M1_fish
923400339 Transect_923400339_2021-02-22_5.3,923400339,Puzzle Rock,2021-02-22,Labridae Siphonognathus beddomei,Siphonognathus beddomei,62,M1_fish
812327381 Transect_812327381_2016-03-17_5.1,812327381,Grassy Knoll,2016-03-17,Labridae Siphonognathus beddomei,Siphonognathus beddomei,61,M1_fish
812301662 Transect_812301662_2006-03-07_10.2,812301662,Cable Hut,2006-03-07,Labridae Siphonognathus beddomei,Siphonognathus beddomei,60,M1_fish
912350511 Transect_912350511_2017-03-23_10,912350511,Aldinga Pinacles,2017-03-23,Labridae Siphonognathus beddomei,Siphonognathus beddomei,60,M1_fish
912347001 Transect_912347001_2017-03-25_5,912347001,Rapid Head East,2017-03-25,Labridae Siphonognathus beddomei,Siphonognathus beddomei,59,M1_fish
923401326 Transect_923401326_2022-03-25_6.2,923401326,Moana outside,2022-03-25,Labridae Siphonognathus beddomei,Siphonognathus beddomei,59,M1_fish
912347016 Transect_912347016_2017-03-26_5.3,912347016,Carrickalinga Nth,2017-03-26,Labridae Siphonognathus beddomei,Siphonognathus beddomei,58,M1_fish
912349939 Transect_912349939_2017-03-08_5.2,912349939,Grassy Knoll,2017-03-08,Labridae Siphonognathus beddomei,Siphonognathus beddomei,56,M1_fish
912347003 Transect_912347003_2017-03-26_5.1,912347003,Carrickalinga Nth,2017-03-26,Labridae Siphonognathus beddomei,Siphonognathus beddomei,55,M1_fish
912349690 Transect_912349690_2017-03-07_5.1,912349690,Carrickalinga (toilet),2017-03-07,Labridae Siphonognathus beddomei,Siphonognathus beddomei,55,M1_fish
912353191 Transect_912353191_2019-03-24_5.1,912353191,Lasseters Reef,2019-03-24,Labridae Siphonognathus beddomei,Siphonognathus beddomei,54,M1_fish
923400359 Transect_923400359_2021-03-22_5.2,923400359,Grassy Knoll,2021-03-22,Labridae Siphonognathus beddomei,Siphonognathus beddomei,54,M1_fish
5002361 Transect_5002361_2011-01-31_5.1,5002361,Rapid Head,2011-01-31,Labridae Siphonognathus beddomei,Siphonognathus beddomei,53,M1_fish
812301634 Transect_812301634_2006-03-07_5.4,812301634,Cable Hut,2006-03-07,Labridae Siphonognathus beddomei,Siphonognathus beddomei,51,M1_fish
812301672 Transect_812301672_2007-02-27_10.2,812301672,Cable Hut,2007-02-27,Labridae Siphonognathus beddomei,Siphonognathus beddomei,51,M1_fish
912349819 Transect_912349819_2016-03-11_5.1,912349819,Hallett Cove,2016-03-11,Monacanthidae Acanthaluteres brownii,Acanthaluteres brownii,100,M1_fish
923401057 Transect_923401057_2022-02-14_5.3,923401057,Rapid Head East,2022-02-14,Monacanthidae Acanthaluteres brownii,Acanthaluteres brownii,55,M1_fish
812327341 Transect_812327341_2016-03-16_5.1,812327341,Puzzle Rock,2016-03-16,Monacanthidae Meuschenia hippocrepis,Meuschenia hippocrepis,80,M1_fish
812301813 Transect_812301813_2005-03-17_5.3,812301813,2nd Valley Boat Shed,2005-03-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,4552,M1_fish
912347010 Transect_912347010_2017-03-24_5.2,912347010,2nd Valley Boat Shed,2017-03-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,3311,M1_fish
812301812 Transect_812301812_2005-03-17_5.2,812301812,2nd Valley Boat Shed,2005-03-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,2800,M1_fish
912350921 Transect_912350921_2018-02-13_5.2,912350921,Rapid Head SZ,2018-02-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,2470,M1_fish
912344077 Transect_912344077_2014-01-18_7.1,912344077,Haycock Point,2014-01-18,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,2060,M1_fish
912347011 Transect_912347011_2017-03-24_5.3,912347011,2nd Valley Boat Shed,2017-03-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,1400,M1_fish
912350510 Transect_912350510_2017-03-23_5.2,912350510,Moana outside,2017-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,1050,M1_fish
812301673 Transect_812301673_2007-02-27_10.3,812301673,Cable Hut,2007-02-27,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,1000,M1_fish
812301821 Transect_812301821_2006-02-28_5.1,812301821,2nd Valley Boat Shed,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,1000,M1_fish
912350503 Transect_912350503_2017-03-21_10.1,912350503,Port Gawler,2017-03-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,1000,M1_fish
912347020 Transect_912347020_2017-03-24_5.1,912347020,2nd Valley Boat Shed,2017-03-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,915,M1_fish
812301814 Transect_812301814_2005-03-17_5.4,812301814,2nd Valley Boat Shed,2005-03-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,825,M1_fish
912353440 Transect_912353440_2020-03-23_5.2,912353440,Carrickalinga (toilet),2020-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,700,M1_fish
912350457 Transect_912350457_2017-02-16_10.2,912350457,Broken Bottom,2017-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,690,M1_fish
5000351 Transect_5000351_2008-02-07_5.5,5000351,Lasseters Reef,2008-02-07,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,660,M1_fish
5000349 Transect_5000349_2008-02-05_4,5000349,Lasseters Reef,2008-02-05,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,650,M1_fish
912347022 Transect_912347022_2017-03-25_5.1,912347022,Rapid Head East,2017-03-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,650,M1_fish
812301114 Transect_812301114_2006-02-28_5.4,812301114,Rapid Head,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,600,M1_fish
912350508 Transect_912350508_2017-03-23_5.1,912350508,Moana outside,2017-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,600,M1_fish
812301654 Transect_812301654_2005-03-15_10.4,812301654,Cable Hut,2005-03-15,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,550,M1_fish
812301811 Transect_812301811_2005-03-17_5.1,812301811,2nd Valley Boat Shed,2005-03-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,540,M1_fish
812301173 Transect_812301173_2005-03-11_5.3,812301173,Myponga South,2005-03-11,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,500,M1_fish
812301824 Transect_812301824_2006-02-28_5.4,812301824,2nd Valley Boat Shed,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,500,M1_fish
912347008 Transect_912347008_2017-03-24_5.2,912347008,Rapid Head,2017-03-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,500,M1_fish
5000355 Transect_5000355_2008-02-06_3.5,5000355,2nd Valley Boat Shed,2008-02-06,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
812301174 Transect_812301174_2005-03-11_5.4,812301174,Myponga South,2005-03-11,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
812301823 Transect_812301823_2006-02-28_5.3,812301823,2nd Valley Boat Shed,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
912353441 Transect_912353441_2020-03-23_5.4,912353441,Carrickalinga (toilet),2020-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
912353442 Transect_912353442_2020-03-23_5.3,912353442,Carrickalinga (toilet),2020-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
923401345 Transect_923401345_2022-03-23_5.2,923401345,Marino Rocks,2022-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,400,M1_fish
812301653 Transect_812301653_2005-03-15_10.3,812301653,Cable Hut,2005-03-15,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,350,M1_fish
923400402 Transect_923400402_2021-02-23_5.2,923400402,Cable Hut,2021-02-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,350,M1_fish
812301234 Transect_812301234_2005-03-11_5.4,812301234,Dodd's Beach,2005-03-11,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,335,M1_fish
5000357 Transect_5000357_2008-02-06_6,5000357,2nd Valley Boat Shed,2008-02-06,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,315,M1_fish
812301113 Transect_812301113_2006-02-28_5.3,812301113,Rapid Head,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,300,M1_fish
812301663 Transect_812301663_2006-03-07_10.3,812301663,Cable Hut,2006-03-07,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,300,M1_fish
812327204 Transect_812327204_2016-03-13_5.4,812327204,Moana inside,2016-03-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,300,M1_fish
912349766 Transect_912349766_2016-03-25_3.1,912349766,Pt Noarlunga inside,2016-03-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,300,M1_fish
912352582 Transect_912352582_2019-02-16_5.3,912352582,Penneshaw Pub,2019-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,300,M1_fish
812319942 Transect_812319942_2006-04-05_2.2,812319942,Edithburgh,2006-04-05,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,290,M1_fish
5002358 Transect_5002358_2011-02-02_5.1,5002358,Lasseters Reef,2011-02-02,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,285,M1_fish
812301041 Transect_812301041_2005-03-08_5.1,812301041,Haycock Point,2005-03-08,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,272,M1_fish
812301512 Transect_812301512_2007-02-24_5.2,812301512,Morgans,2007-02-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,260,M1_fish
912347015 Transect_912347015_2017-03-25_5.2,912347015,Rapid Head East,2017-03-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,260,M1_fish
912353651 Transect_912353651_2020-02-13_10.1,912353651,Broken Bottom,2020-02-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,260,M1_fish
912352572 Transect_912352572_2019-02-18_5.2,912352572,2nd Valley Boat Shed,2019-02-18,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,250,M1_fish
923401816 Transect_923401816_2023-02-17_5.2,923401816,2nd Valley Boat Shed,2023-02-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,250,M1_fish
912350468 Transect_912350468_2017-03-10_2.3,912350468,Horseshoe inner,2017-03-10,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,250,M2_cryptic_fish
812301753 Transect_812301753_2005-03-17_5.3,812301753,Ripple Rock,2005-03-17,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,222,M1_fish
812301834 Transect_812301834_2007-02-19_5.4,812301834,2nd Valley Boat Shed,2007-02-19,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,210,M1_fish
812301071 Transect_812301071_2005-03-08_5.1,812301071,Carrickalinga Head,2005-03-08,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
912347001 Transect_912347001_2017-03-25_5,912347001,Rapid Head East,2017-03-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
912350961 Transect_912350961_2018-03-13_5,912350961,Myponga South,2018-03-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
912352581 Transect_912352581_2019-02-16_5.4,912352581,Penneshaw Pub,2019-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
912353444 Transect_912353444_2020-03-21_5.2,912353444,Morgans,2020-03-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
912353649 Transect_912353649_2020-02-13_10.4,912353649,Broken Bottom,2020-02-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
923400342 Transect_923400342_2021-02-22_5.4,923400342,Puzzle Rock,2021-02-22,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,200,M1_fish
5002357 Transect_5002357_2011-02-02_5,5002357,Lasseters Reef,2011-02-02,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,184,M1_fish
923401337 Transect_923401337_2022-03-23_5.2,923401337,Hallett Cove,2022-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,180,M1_fish
812301061 Transect_812301061_2007-03-01_5.1,812301061,Haycock Point,2007-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,170,M1_fish
912353448 Transect_912353448_2020-03-21_5.2,912353448,Rapid Head South,2020-03-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,165,M1_fish
812301822 Transect_812301822_2006-02-28_5.2,812301822,2nd Valley Boat Shed,2006-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,161,M1_fish
812301122 Transect_812301122_2007-02-21_5.2,812301122,Rapid Head,2007-02-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,160,M1_fish
812301661 Transect_812301661_2006-03-07_10.1,812301661,Cable Hut,2006-03-07,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,160,M1_fish
912350966 Transect_912350966_2018-03-14_5.1,912350966,2nd Valley Boat Shed,2018-03-14,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,160,M1_fish
912350456 Transect_912350456_2017-02-16_10.3,912350456,Broken Bottom,2017-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,156,M1_fish
812301963 Transect_812301963_2007-02-24_5.3,812301963,Nev's Windmills,2007-02-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,150,M1_fish
912350468 Transect_912350468_2017-03-10_2.3,912350468,Horseshoe inner,2017-03-10,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,150,M1_fish
912350519 Transect_912350519_2017-04-04_4,912350519,Cape Jervis South,2017-04-04,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,150,M1_fish
912353652 Transect_912353652_2020-02-13_10.2,912353652,Broken Bottom,2020-02-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,150,M1_fish
812301963 Transect_812301963_2007-02-24_5.3,812301963,Nev's Windmills,2007-02-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,150,M2_cryptic_fish
812301064 Transect_812301064_2007-03-01_5.4,812301064,Haycock Point,2007-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,140,M1_fish
912350969 Transect_912350969_2018-03-14_5.2,912350969,2nd Valley Boat Shed,2018-03-14,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,130,M1_fish
912353643 Transect_912353643_2020-02-12_5.4,912353643,Moana outside,2020-02-12,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,130,M1_fish
912350984 Transect_912350984_2018-02-21_5.1,912350984,Noarlunga North Outside,2018-02-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,120,M1_fish
912346999 Transect_912346999_2017-03-24_5,912346999,2nd Valley Boat Shed,2017-03-24,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,110,M1_fish
912353650 Transect_912353650_2020-02-13_10.3,912353650,Broken Bottom,2020-02-13,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,110,M1_fish
912353910 Transect_912353910_2020-02-07_5.3,912353910,Lasseters Reef,2020-02-07,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,110,M1_fish
923400304 Transect_923400304_2021-02-23_5.1,923400304,Penneshaw Pub,2021-02-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,110,M1_fish
812301242 Transect_812301242_2006-02-27_5.2,812301242,Dodd's Beach,2006-02-27,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812301762 Transect_812301762_2006-03-01_5.2,812301762,Ripple Rock,2006-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812301771 Transect_812301771_2007-02-22_5.1,812301771,Ripple Rock,2007-02-22,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812325193 Transect_812325193_2013-02-28_5.3,812325193,Carrickalinga Nth,2013-02-28,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812327261 Transect_812327261_2016-03-12_5.1,812327261,Myponga South,2016-03-12,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812327263 Transect_812327263_2016-03-12_5.3,812327263,Myponga South,2016-03-12,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
912344082 Transect_912344082_2014-02-05_7.3,912344082,Haycock Point,2014-02-05,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
912349813 Transect_912349813_2016-02-18_10.2,912349813,Broken Bottom,2016-02-18,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
912350455 Transect_912350455_2017-02-16_10.1,912350455,Broken Bottom,2017-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
912351091 Transect_912351091_2018-01-25_10,912351091,Broken Bottom,2018-01-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
923400383 Transect_923400383_2021-03-20_5.2,923400383,Lasseters Reef,2021-03-20,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
923401822 Transect_923401822_2023-02-19_5.1,923401822,Lasseters Reef,2023-02-19,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,100,M1_fish
812301124 Transect_812301124_2007-02-21_5.4,812301124,Rapid Head,2007-02-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,95,M1_fish
812301021 Transect_812301021_2006-02-23_5.1,812301021,Carrickalinga (toilet),2006-02-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,90,M1_fish
923403614 Transect_923403614_2023-12-21_6,923403614,2nd Valley Boat Shed,2023-12-21,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,90,M1_fish
812301254 Transect_812301254_2007-02-25_5.4,812301254,Dodd's Beach,2007-02-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,80,M1_fish
812327262 Transect_812327262_2016-03-12_5.2,812327262,Myponga South,2016-03-12,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,80,M1_fish
912353440 Transect_912353440_2020-03-23_5.2,912353440,Carrickalinga (toilet),2020-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,75,M2_cryptic_fish
812301063 Transect_812301063_2007-03-01_5.3,812301063,Haycock Point,2007-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,70,M1_fish
923400304 Transect_923400304_2021-02-23_5.1,923400304,Penneshaw Pub,2021-02-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,70,M2_cryptic_fish
912350453 Transect_912350453_2017-02-16_8.2,912350453,Semaphore,2017-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,65,M1_fish
912350509 Transect_912350509_2017-03-23_5.3,912350509,Moana outside,2017-03-23,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,61,M1_fish
812301062 Transect_812301062_2007-03-01_5.2,812301062,Haycock Point,2007-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,60,M1_fish
912349777 Transect_912349777_2016-03-26_5.1,912349777,Moana outside,2016-03-26,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,60,M1_fish
923400409 Transect_923400409_2021-03-01_10.3,923400409,Broken Bottom,2021-03-01,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,60,M1_fish
912347015 Transect_912347015_2017-03-25_5.2,912347015,Rapid Head East,2017-03-25,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,55,M2_cryptic_fish
912350454 Transect_912350454_2017-02-16_10,912350454,Broken Bottom,2017-02-16,Pempherididae Parapriacanthus elongatus,Parapriacanthus elongatus,53,M1_fish
923403155 Transect_923403155_2024-02-20_5.3,923403155,Lasseters Reef,2024-02-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,358,M1_fish
5002357 Transect_5002357_2011-02-02_5,5002357,Lasseters Reef,2011-02-02,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,294,M1_fish
5002352 Transect_5002352_2011-02-01_5.1,5002352,2nd Valley Boat Shed,2011-02-01,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,285,M1_fish
923403148 Transect_923403148_2024-02-20_5.4,923403148,2nd Valley Boat Shed,2024-02-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,280,M1_fish
5000351 Transect_5000351_2008-02-07_5.5,5000351,Lasseters Reef,2008-02-07,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,233,M1_fish
923403136 Transect_923403136_2024-02-20_5.4,923403136,Lasseters Reef,2024-02-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,230,M1_fish
5000357 Transect_5000357_2008-02-06_6,5000357,2nd Valley Boat Shed,2008-02-06,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,228,M1_fish
5000350 Transect_5000350_2008-02-05_5,5000350,Lasseters Reef,2008-02-05,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,210,M1_fish
912352572 Transect_912352572_2019-02-18_5.2,912352572,2nd Valley Boat Shed,2019-02-18,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,200,M1_fish
812301832 Transect_812301832_2007-02-19_5.2,812301832,2nd Valley Boat Shed,2007-02-19,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,200,M2_cryptic_fish
923400383 Transect_923400383_2021-03-20_5.2,923400383,Lasseters Reef,2021-03-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,199,M1_fish
923403614 Transect_923403614_2023-12-21_6,923403614,2nd Valley Boat Shed,2023-12-21,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,178,M1_fish
5000349 Transect_5000349_2008-02-05_4,5000349,Lasseters Reef,2008-02-05,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,175,M1_fish
912347001 Transect_912347001_2017-03-25_5,912347001,Rapid Head East,2017-03-25,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,170,M1_fish
5000352 Transect_5000352_2008-02-05_4.9,5000352,Carrickalinga (toilet),2008-02-05,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,158,M1_fish
5000355 Transect_5000355_2008-02-06_3.5,5000355,2nd Valley Boat Shed,2008-02-06,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,132,M1_fish
912352593 Transect_912352593_2019-02-18_5.4,912352593,2nd Valley Boat Shed,2019-02-18,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,130,M1_fish
923403130 Transect_923403130_2024-02-20_5.3,923403130,2nd Valley Boat Shed,2024-02-20,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,120,M1_fish
5002358 Transect_5002358_2011-02-02_5.1,5002358,Lasseters Reef,2011-02-02,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,108,M1_fish
912352727 Transect_912352727_2019-03-18_3.2,912352727,Pt Noarlunga inside,2019-03-18,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,108,M1_fish
812301813 Transect_812301813_2005-03-17_5.3,812301813,2nd Valley Boat Shed,2005-03-17,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,107,M1_fish
812327143 Transect_812327143_2016-03-10_5.3,812327143,2nd Valley Boat Shed,2016-03-10,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,105,M1_fish
912350919 Transect_912350919_2018-02-13_5.3,912350919,Rapid Head,2018-02-13,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,100,M1_fish
923401337 Transect_923401337_2022-03-23_5.2,923401337,Hallett Cove,2022-03-23,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,99,M1_fish
923401325 Transect_923401325_2022-04-08_3.2,923401325,Pt Noarlunga inside,2022-04-08,Pempherididae Pempheris klunzingeri,Pempheris klunzingeri,98,M1_fish
